formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C39H38N8O13S4,[M + H]+,C39H39N8O13S4+,Amino acids and Peptides,0.996,Oligopeptides,1.000,Cyclic peptides,0.969,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.992,Peptides,0.927,Oligopeptides,0.682,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Alpha amino acid amides; Amines; Primary amines; Organic disulfides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",955.150,167,2.788,830130277656511910,830129558912132982,830129558912132981,23671,
1,C8H10N4O14,[M + H]+,C8H11N4O14+,Amino acids and Peptides,0.879,Small peptides,0.900,Aminoacids,0.692,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.945,"Amino acids, peptides, and analogues",0.863,Amino acids and derivatives,0.859,Alpha amino acids,0.513,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic nitro compounds; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",387.025,167,2.788,830130280043071527,830129537592482645,830129537588288340,23672,
1,C26H32N4O8,[M + Na]+,C26H32N4NaO8+,Amino acids and Peptides,0.966,Small peptides,0.626,Dipeptides,0.334,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.998,Peptides,0.955,Oligopeptides,0.719,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",551.211,167,2.789,830130296316974979,830129548476703160,830129548476703159,23651,
1,C15H23N3O4,[M + H]+,C15H24N3O4+,Amino acids and Peptides,0.973,Small peptides,0.981,Dipeptides,0.990,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.997,Amino acids and derivatives,0.997,N-acyl-L-glutamines,0.809,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; N-acyl-L-glutamines; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",310.176,167,2.789,830130290512056377,830129527945582075,830129527941387770,23430,
1,C12H14N2O2,[M + H]+,C12H15N2O2+,Amino acids and Peptides,0.922,Small peptides,0.963,Dipeptides,0.873,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.991,"Amino acids, peptides, and analogues",0.871,Amino acids and derivatives,0.869,Alpha amino acids and derivatives,0.840,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",219.113,167,2.789,830130301543079580,830129512158219674,830129512154025369,25450,
1,C14H12N2O8Si,[M + H]+,C14H13N2O8Si+,Shikimates and Phenylpropanoids,0.320,Coumarins,0.126,Simple coumarins,0.121,Benzenoids,0.974,Benzene and substituted derivatives,0.938,Nitrobenzenes,0.644,,,Nitrobenzenes,0.644,"Organic compounds; Organoheterocyclic compounds; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acid esters; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",365.043,167,2.789,830130300691635524,830129534773910017,830129534773910016,23705,
1,C12H12N4O6,[M + H]+,C12H13N4O6+,Amino acids and Peptides,0.988,Small peptides,0.979,Dipeptides,0.940,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.997,Amino acids and derivatives,0.997,N-acyl-L-glutamines,0.914,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenylacetamides; N-acyl-alpha amino acids; Benzenoids; Organic 1,3-dipolar compounds; Organic salts; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; N-acyl-L-glutamines; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",309.082,167,2.789,830130300729384276,830129527819752930,830129527819752929,23503,
1,C13H27NO9,[M + H]+,C13H28NO9+,Amino acids and Peptides,0.721,Small peptides,0.242,Aminoacids,0.105,Organic acids and derivatives,0.779,Carboxylic acids and derivatives,0.852,"Amino acids, peptides, and analogues",0.812,Amino acids and derivatives,0.812,Amino acids,0.717,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",342.176,167,2.789,830130283364961076,830129531389106249,830129531389106248,23706,
1,C12H22O9,[M + Na]+,C12H22NaO9+,Fatty acids,0.639,Fatty Acids and Conjugates,0.634,Dicarboxylic acids,0.387,Organic acids and derivatives,0.982,Carboxylic acids and derivatives,0.972,Carboxylic acids,0.825,,,Carboxylic acids,0.825,Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,333.116,167,2.790,830130286850428412,830129530575411138,830129530575411137,23709,
1,C28H33ClN4O5S,[M + H]+,C28H34ClN4O5S+,Amino acids and Peptides,0.953,Oligopeptides,0.993,Depsipeptides,0.310,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.989,Peptides,0.827,Dipeptides,0.542,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Organochlorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Aryl halides; N-acylpyrrolidines; Carboximidamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",573.193,167,2.790,830130289979379635,830129549873406587,830129549873406586,23715,
1,C15H25N5O5,[M + H]+,C15H26N5O5+,Amino acids and Peptides,0.723,Lysine alkaloids,0.234,Dipeptides,0.165,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.987,"Amino acids, peptides, and analogues",0.845,Amino acids and derivatives,0.840,Alpha amino acids and derivatives,0.742,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",356.192,167,2.790,830130298560928234,830129533255571789,830129533255571788,23716,
1,C16H14FNO3,[M + H]+,C16H15FNO3+,Amino acids and Peptides,0.686,Small peptides,0.466,Aminoacids,0.379,Organic acids and derivatives,0.990,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.621,Amino acids and derivatives,0.620,Alpha amino acids and derivatives,0.583,"Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenylacetamides; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",288.104,167,2.790,830130295134180943,830129524946654240,830129524946654239,23728,
1,C11H17N4O7P,[M + H]+,C11H18N4O7P+,Carbohydrates,0.992,Nucleosides,0.984,Purine nucleotides,0.743,Organic oxygen compounds,1.000,Organooxygen compounds,0.995,Carbohydrates and carbohydrate conjugates,0.433,Glycosyl compounds,0.360,Glycosylamines,0.559,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",349.090,167,2.791,830130294752499188,830129532139886800,830129532139886799,23744,
1,C8H17NO2,[M + H]+,C8H18NO2+,Amino acids and Peptides,0.900,Small peptides,0.894,Aminoacids,0.917,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.999,Amino acids and derivatives,0.999,Alpha amino acids,0.948,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",160.133,168,2.795,830130300934905274,830129501731178860,830129501726984555,23813,
1,C17H23N5O5,[M + H]+,C17H24N5O5+,Amino acids and Peptides,0.963,Small peptides,0.937,Dipeptides,0.723,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.886,Amino acids and derivatives,0.881,N-acyl-alpha amino acids,0.604,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",378.177,168,2.797,830130303279521900,830129536585849555,830129536585849554,23871,
1,C17H20N2O4,[M + H]+,C17H21N2O4+,Alkaloids,0.897,Tryptophan alkaloids,0.389,Terpenoid alkaloids,0.148,Organic acids and derivatives,0.934,Carboxylic acids and derivatives,0.906,"Amino acids, peptides, and analogues",0.631,Amino acids and derivatives,0.632,Amino acids,0.553,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",317.150,168,2.797,830130300985236950,830129528704751234,830129528704751233,24950,
